,AU1L,AU1R,AU2L,AU2R,AU4L,AU4R,AU6L,AU6R,AU9,AU10,AU13L,AU13R,AU18,AU22,AU27
0,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
1,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
2,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
3,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
4,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
5,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
6,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
7,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
8,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
9,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
10,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
11,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
12,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
13,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
14,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
15,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
16,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
17,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
18,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
19,1.3183411e-09,0.0073411707,6.5606404e-10,6.1564237e-10,0.055342384,0.03196605,4.0290735e-07,0.05242905,2.121624e-09,3.9356847e-09,4.3908e-12,0.066482075,0.08107495,4.8730764e-10,0.020535033
20,-0.15018162,-0.11750883,-0.07757118,-0.03135947,0.2549103,0.25154608,-0.110088326,-0.11473898,-0.06697884,-0.0060299174,-0.042692125,-0.062447026,0.02568382,-0.021304458,-0.054797158
21,-0.06862688,-0.010290582,-0.025751084,0.055214014,0.2137146,0.22885524,-0.0140091255,-0.037668698,-0.031972423,-0.040491197,-0.011775345,0.008105904,0.052712843,0.01364922,0.032222807
22,-0.021633327,0.005681541,0.00768131,0.06323527,0.1667017,0.17825793,-0.011613779,-0.033914916,-0.0023103803,-0.052903984,-0.008991942,0.025275514,0.04970935,0.036867876,0.062390424
23,-0.029061228,-0.011164796,0.0003162399,0.05004687,0.16561532,0.1824876,-0.028736167,-0.04531046,-0.03790073,-0.0467201,-0.013255224,0.0075665563,0.08254294,0.031634796,0.056261055
